topic_num,topic_label,proportion,doc_id,filename,Title,Author,Article_Type,volume_num,year,month,proportion_pct
12,Editorials on Scenic Nature,0.9405090586043943,599,February_Vol12_07_Article_Like_Crumbled_Rose_Petals_Ruth_Moench_Bell.txt,Like Crumbled Rose Petals Ruth Moench Bell,Ruth Moench Bell,Article,12,1925,February,94.05
12,Editorials on Scenic Nature,0.9392991185834477,4714,October_Vol9_14_Article_A_Twisted_Holiday_Lila_Little_Hicken.txt,A Twisted Holiday Lila Little Hicken,NA,Article,9,1922,October,93.93
12,Editorials on Scenic Nature,0.9357354839234229,541,September_Vol11_08_Article_The_New_Dentist_Pearl_Nelson.txt,The New Dentist Pearl Nelson,NA,Article,11,1924,September,93.57
12,Editorials on Scenic Nature,0.9306636319875822,3230,October_Vol21_03_Article_What!_No_Josephson.txt,What! No Josephson,Vocation? Marba C. Josephson,Article,21,1934,October,93.07
12,Editorials on Scenic Nature,0.9290902420805075,2136,October_Vol18_Article15_Evelyn_Bronx_Robbins.txt,Evelyn Bronx Robbins,NA,Article,18,1931,October,92.91
12,Editorials on Scenic Nature,0.9275692245135044,2428,September_Vol19_19_Art_A_Day_In_Bed_Estelle.txt,A Day in Bed Estelle Webb Thomas,Estelle Webb Thomas,Article,19,1932,September,92.76
12,Editorials on Scenic Nature,0.9268662051669926,4463,May_Vol8_03_Article_Wrapped_in_Wool_Agnes_Lovendahl.txt,Wrapped in Wool Agnes Lovendahl,NA,Article,8,1921,May,92.69
12,Editorials on Scenic Nature,0.9259549286739882,2377,November_Vol19_02a_Poem_Iconoclasts.txt,Iconoclasts,Grace Ingles Frost,Poem,19,1932,November,92.6
12,Editorials on Scenic Nature,0.9244394694917134,4160,September_Vol6_05a_Article_His_Wifes_Mother-in-Law.txt,His Wifes Mother-in-Law,NA,Article,6,1919,September,92.44
12,Editorials on Scenic Nature,0.9199707091442427,2414,September_Vol19_04a_Article_A_Day_in_Bed.txt,A Day in Bed,Estelle Webb Thomas,Article,19,1932,September,92
12,Editorials on Scenic Nature,0.9192496387500552,1688,December_Vol17_04_Article_Moms_Vacation_Elsie_C_Carroll.txt,Moms Vacation Elsie C. Carroll,NA,Article,17,1930,December,91.92
12,Editorials on Scenic Nature,0.9129694081010551,1945,December_Vol18_Article02_Her_Phantom_Carroll.txt,Her Phantom Carroll,NA,Article,18,1931,December,91.3
12,Editorials on Scenic Nature,0.9063338754006203,4298,November_Vol7_03_Article_The_Better_Hubby_Contest_Ruth_Moench_Bell.txt,The Better Hubby Contest Ruth Moench Bell,Ruth Moench Bell,Article,7,1920,November,90.63
12,Editorials on Scenic Nature,0.9062754472858859,737,October_Vol12_11_Article_Phyllis_Morton's_Birthday_Gift_Myrtle_M._Dean.txt,Phyllis Morton's Birthday Gift Myrtle M. Dean,Myrtle M. Dean,Article,12,1925,October,90.63
13,Poems,0.9929711708898457,3441,March_Vol3_Misc.txt,March Vol3 Misc,NA,Misc,3,1916,March,99.3
13,Poems,0.9897890642962608,3661,March_Vol4_Misc.txt,March Vol4 Misc,NA,Misc,4,1917,March,98.98
13,Poems,0.9843895858526825,2262,January_Vol19_20_Article_Conventions_and_Conferences.txt,Conventions and Conferences,NA,Article,19,1932,January,98.44
13,Poems,0.980089527645833,1995,January_Vol18_30_Article_Conventions_and_Conferences.txt,Conventions and Conferences,NA,Article,18,1931,January,98.01
13,Poems,0.9784676692081241,3321,April_Vol3_Misc.txt,April Vol3 Misc,NA,Misc,3,1916,April,97.85
13,Poems,0.9777644993312555,4604,January_Vol9_09_Conventions_Conventions_and_Conferences.txt,Conventions and Conferences,NA,Article,9,1922,January,97.78
13,Poems,0.9767597201402607,513,October_Vol11_04c_Editorial_EditorialWomans_Sphere_Broadens.txt,EditorialWomans Sphere Broadens,NA,Editorial,11,1924,October,97.68
13,Poems,0.9722729340760214,395,January_Vol11_03_Article_Mrs_Jeannette_A_Hyde.txt,Mrs. Jeannette A. Hyde,NA,Article,11,1924,January,97.23
13,Poems,0.9710789839596224,1650,April_Vol17_10_Article_Portrait_of_Julia_Alleman_Child.txt,Portrait of Julia Alleman Child,NA,Article,17,1930,April,97.11
13,Poems,0.9709546630247758,1982,January_Vol18_21c_Article_Relief_Society_General_Board_and_Magazine_Information.txt,Relief Society General Board and Magazine Information,NA,Article,18,1931,January,97.1
13,Poems,0.9697018913485503,3586,February_Vol4_Misc.txt,February Vol4 Misc,NA,Misc,4,1917,February,96.97
13,Poems,0.9670101848191328,4048,July_Vol6_15_Editorial_Teachers'_Training_Course.txt,Teachers' Training Course,NA,Editorial,6,1919,July,96.7
13,Poems,0.965220191364922,1784,March_Vol17_04_Article_Portrait_of_Emmeline_B_Wells.txt,Portrait of Emmeline B. Wells,NA,Article,17,1930,March,96.52
13,Poems,0.9639832283914821,3350,December_Vol3_Misc.txt,December Vol3 Misc,NA,Misc,3,1916,December,96.4
13,Poems,0.9555793938901068,3478,November_Vol3_Misc.txt,November Vol3 Misc,NA,Misc,3,1916,November,95.56
13,Poems,0.9525930268022286,190,January_Vol10_11_Conventions_Conventions_and_Conferences.txt,Conventions and Conferences,NA,Article,10,1923,January,95.26
13,Poems,0.9448644928210159,3492,October_Vol3_Misc.txt,October Vol3 Misc,NA,Misc,3,1916,October,94.49
13,Poems,0.9358894851204418,2462,August_Vol2_Misc.txt,August Vol2 Misc,NA,Misc,2,1915,August,93.59
13,Poems,0.9202623890522276,77,V1_1914_Mar_09_Gen_Relief_Society_Convention_in_Genealogy.txt,Relief Society Convention in Genealogy,NA,Genealogy,1,1914,March,92.03
13,Poems,0.9006926616032661,3606,January_Vol4_Misc.txt,January Vol4 Misc,NA,Misc,4,1917,January,90.07
13,Poems,0.8973052093599481,2442,March_Vol2_Misc.txt,March Vol2 Misc,NA,Misc,2,1915,March,89.73
13,Poems,0.8727087298853422,3389,January_Vol3_Misc.txt,January Vol3 Misc,NA,Misc,3,1916,January,87.27
13,Poems,0.8687434651182314,2573,May_Vol2_Misc.txt,May Vol2 Misc,NA,Misc,2,1915,May,86.87
13,Poems,0.8671933074679081,2563,May_Vol2_07_Article_In_the_Kitchen_Laboratory_Hazel_Love_Dunford.txt,In the Kitchen Laboratory Hazel Love Dunford,NA,Article,2,1915,May,86.72
13,Poems,0.8635921576058263,3334,August_Vol3_Misc.txt,August Vol3 Misc,NA,Misc,3,1916,August,86.36
14,Mormon Women's Biographies,0.9981847534446695,1701,February_Vol17_00_Misc.txt,February Vol17 00 Misc,NA,Misc,17,1930,February,99.82
14,Mormon Women's Biographies,0.9978249043661609,1844,October_Vol17_00_Misc.txt,October Vol17 00 Misc,NA,Misc,17,1930,October,99.78
14,Mormon Women's Biographies,0.997789363909289,1745,July_Vol17_00_Misc.txt,July Vol17 00 Misc,NA,Misc,17,1930,July,99.78
14,Mormon Women's Biographies,0.9976539966931015,2846,November_Vol20_00_Misc.txt,November Vol20 00 Misc,NA,Misc,20,1933,November,99.77
14,Mormon Women's Biographies,0.9975151867883164,1764,June_Vol17_00_Misc.txt,June Vol17 00 Misc,NA,Misc,17,1930,June,99.75
14,Mormon Women's Biographies,0.9975142401268743,1859,September_Vol17_00_Misc.txt,September Vol17 00 Misc,NA,Misc,17,1930,September,99.75
14,Mormon Women's Biographies,0.9974415839421192,1804,May_Vol17_00_Misc.txt,May Vol17 00 Misc,NA,Misc,17,1930,May,99.74
14,Mormon Women's Biographies,0.9972924346058998,1661,August_Vol17_00_Misc.txt,August Vol17 00 Misc,NA,Misc,17,1930,August,99.73
14,Mormon Women's Biographies,0.997224192277454,1781,March_Vol17_00_Misc.txt,March Vol17 00 Misc,NA,Misc,17,1930,March,99.72
14,Mormon Women's Biographies,0.9969271271471444,3043,January_Vol21_00_Misc.txt,January Vol21 00 Misc,NA,Misc,21,1934,January,99.69
14,Mormon Women's Biographies,0.9968746302719786,1824,November_Vol17_00_Misc.txt,November Vol17 00 Misc,NA,Misc,17,1930,November,99.69
14,Mormon Women's Biographies,0.9955190071050577,1707,February_Vol17_07_Editorial_EditorialTobacco.txt,EditorialTobacco,NA,Editorial,17,1930,February,99.55
14,Mormon Women's Biographies,0.9946603566114576,2224,February_Vol19_00_Misc.txt,February Vol19 00 Misc,NA,Misc,19,1932,February,99.47
14,Mormon Women's Biographies,0.9945820232141358,3302,September_Vol21_Misc_front_matter.txt,matter,NA,Article,21,1934,September,99.46
14,Mormon Women's Biographies,0.9943736031319258,1734,January_Vol17_16_Art_Pep_Is_The_High_Quality.txt,"PEP '88' is the high quality, balanced, PEP gasoline you know so well, but made with a lower ""initial boiling point"" so that it starts quicker in cold weather. Try it. You won't need to use the choke so much",NA,Article,17,1930,January,99.44
14,Mormon Women's Biographies,0.9942553436377223,1708,February_Vol17_08_Article_The_Women_in_the_Cage.txt,The Women in the Cage,NA,Article,17,1930,February,99.43
14,Mormon Women's Biographies,0.9941861348981331,1720,January_Vol17_04_Article_Light_weight_silk_for_ladies_only_new_style_only_1_50_No.txt,Light weight silk for ladies only new style only 1.50 No.,NA,Article,17,1930,January,99.42
14,Mormon Women's Biographies,0.9941582042084289,1506,July_Vol16_00_Misc.txt,July Vol16 00 Misc,NA,Misc,16,1929,July,99.42
14,Mormon Women's Biographies,0.9931349946888758,1903,August_Vol18_00_Misc.txt,August Vol18 00 Misc,NA,Misc,18,1931,August,99.31
14,Mormon Women's Biographies,0.9930630333621576,2867,November_Vol20_22_Art_Indian_Summer_Ella_J_Coulam.txt,Indian Summer Ella J. Coulam,Ella J. Coulam,Article,20,1933,November,99.31
14,Mormon Women's Biographies,0.9926166306736786,3070,July_Vol21_00_Misc.txt,July Vol21 00 Misc,NA,Misc,21,1934,July,99.26
14,Mormon Women's Biographies,0.9921025318798193,2376,November_Vol19_00_Misc.txt,November Vol19 00 Misc,NA,Misc,19,1932,November,99.21
14,Mormon Women's Biographies,0.9920318880752934,2097,May_Vol18_37_Art_No_Med_Wt_Fine_Ribbed.txt,"No. 9 Med. wt. Fine ribbed, men only, new style only 1.25",NA,Article,18,1931,May,99.2
14,Mormon Women's Biographies,0.9918611250280419,1432,August_Vol16_00_Misc.txt,August Vol16 00 Misc,NA,Misc,16,1929,August,99.19
14,Mormon Women's Biographies,0.9912113045287259,1438,August_Vol16_07_Article_The_Desert_Mrs_George_Q_Rich.txt,The Desert Mrs. George Q. Rich,Mrs. George Q. Rich,Article,16,1929,August,99.12
15,Genealogy,0.9927044631982814,2535,June_Vol2_14a_Guide_Lessons_Theology_and_Testimony_-_The_Laying_on_of_Hands.txt,Theology and Testimony - The Laying on of Hands,NA,Guide,2,1915,June,99.27
15,Genealogy,0.9916244047331183,2552,March_Vol2_17a_Guide_Lessons_Theology_and_Testimony_-_Lesson_II_Repentance.txt,Theology and Testimony - Lesson II Repentance,NA,Guide,2,1915,March,99.16
15,Genealogy,0.9888003416678887,2562,May_Vol2_06b_Guide_Lessons_Guide_Lessons_-_Lesson_II_-_Baptism_for_the_Dead.txt,Guide Lessons - Lesson II - Baptism for the Dead,NA,Guide,2,1915,May,98.88
15,Genealogy,0.9807144788328517,3985,December_Vol6_07a_Guide_Lessons_Lesson_I_-_Theology_and_Testimony_-_Salvation_on_the_Other_S.txt,Lesson I - Theology and Testimony - Salvation on the Other S,NA,Guide,6,1919,December,98.07
15,Genealogy,0.9794584496795476,4418,January_Vol8_11b_Guide_Lessons_Guide_Lessons_for_March_a_a.txt,Guide Lessons for March,NA,Guide,8,1921,January,97.95
15,Genealogy,0.9787869760608655,3257,October_Vol21_31_Article_Lesson_Department.txt,Lesson Department,NA,Article,21,1934,October,97.88
15,Genealogy,0.967274197442556,4420,January_Vol8_11b_Guide_Lessons_Guide_Lessons_for_March_d.txt,Guide Lessons for March,NA,Guide,8,1921,January,96.73
15,Genealogy,0.9646358229420632,844,January_Vol13_16b_Guide_Lessons_Guide_Lessons_for_March.txt,Lessons Guide Lessons for March,NA,Guide,13,1926,January,96.46
15,Genealogy,0.9549872528140634,4697,November_Vol9_18a_Guide_Lessons_LESSON_I_-_Theology_and_Testimony_-_MIRACLES_OF_THE_LATTER_D.txt,LESSON I - Theology and Testimony - MIRACLES OF THE LATTER D,NA,Guide,9,1922,November,95.5
15,Genealogy,0.9539587763654406,357,August_Vol11_16b_Guide_Lessons_Guide_Lessons_for_October.txt,Lessons Guide Lessons for October,NA,Guide,11,1924,August,95.4
15,Genealogy,0.9502810797965369,4279,March_Vol7_10b_Guide_Lessons_Guide_Lessons_a_a.txt,Guide Lessons,NA,Guide,7,1920,March,95.03
15,Genealogy,0.9462369164552251,949,October_Vol13_12a_Lesson_Lesson_I_-_Theology_and_Testimony_-_The_Twelve_Apostles.txt,Lesson I - Theology and Testimony - The Twelve Apostles,NA,Lesson,13,1926,October,94.62
15,Genealogy,0.9443026441550354,4219,December_Vol7_07b_Guide_Lessons_Guide_Lesson_Suggestions_c.txt,Guide Lesson Suggestions,NA,Guide,7,1920,December,94.43
15,Genealogy,0.9435005157708064,3207,November_Vol21_16_Article_Lesson.txt,Lesson,NA,Article,21,1934,November,94.35
15,Genealogy,0.9420623469336239,424,July_Vol11_12b_Guide_Lessons_Guide_Lessons_for_September.txt,Guide Lessons for September,NA,Guide,11,1924,July,94.21
15,Genealogy,0.9390320640682792,2218,December_Vol19_20a_Lesson_Theology_and_Testimony_-_Authority_to_Act_in_the_Name_of_God.txt,Theology and Testimony - Authority to Act in the Name of God,NA,Lesson,19,1932,December,93.9
15,Genealogy,0.9381357701513013,758,September_Vol12_18b_Guide_Lessons_Guide_Lessons_for_November.txt,Guide Lessons for November,NA,Guide,12,1925,September,93.81
15,Genealogy,0.931739745868758,561,April_Vol12_14a_Guide_Lessons_Lesson_I_-_The_Abrahamic_Dispensation.txt,Lessons Lesson I - The Abrahamic Dispensation,NA,Guide,12,1925,April,93.17
15,Genealogy,0.929653846149794,622,January_Vol12_15a_Guide_Lessons_Lesson_I_-_Theology_and_Testimony_-_The_Adamic_Dispensation.txt,Lessons Lesson I - Theology and Testimony - The Adamic Dispensation,NA,Guide,12,1925,January,92.97
15,Genealogy,0.9216817330136579,1312,March_Vol15_17b_Guide_Lessons_Guide_Lessons_for_May.txt,Guide Lessons for May,NA,Guide,15,1928,March,92.17
15,Genealogy,0.9192682619406413,4560,August_Vol9_17a_Guide_Lessons_Guide_Lessons_for_October_-_Lesson_I_-_Theology_and_Testimon.txt,Guide Lessons for October - Lesson I - Theology and Testimon,NA,Guide,9,1922,August,91.93
15,Genealogy,0.9188996248802298,198,January_Vol10_18b_Guide_Lessons_Work_and_Business.txt,Work and Business,NA,Guide,10,1923,January,91.89
15,Genealogy,0.9168640708919588,4307,November_Vol7_10c_Guide_Lessons_Guide_Lesson_Suggestions_-_Lesson_II_Work_and_Business.txt,Guide Lesson Suggestions - Lesson II Work and Business,NA,Guide,7,1920,November,91.69
15,Genealogy,0.9148652927702334,682,March_Vol12_17a_Guide_Lessons_The_Noachian_Dispensation.txt,Lessons The Noachian Dispensation,NA,Guide,12,1925,March,91.49
15,Genealogy,0.9143591760789079,4016,January_Vol6_06_Vision_of_the_Redemption_of_the_Dead.txt,of the Redemption of the Dead,Joseph F. Smith,Article,6,1919,January,91.44
