"volume","month","filename","classification","article_end_chars","input_continuation"
38,"August","V38_08_18_Art_Visiting_Teacher_M_Jacobs.txt","NEEDS_PDF_QC","; Zelda D. Howard, who read her poem ""The Power of","Prayer""; Gladys Price, who read her poem ""Too Busy""; Bernice Bywater, who wrote the skit ""The Relief Society Red Hen."" Back row, standing, left to rig"
38,"August","V38_08_19_Art_Notes_From_the.txt","NEEDS_PDF_QC","; Zelda D. Howard, who read her poem ""The Power of","Prayer""; Gladys Price, who read her poem ""Too Busy""; Bernice Bywater, who wrote the skit ""The Relief Society Red Hen."" Back row, standing, left to rig"
38,"August","V38_08_20_Poem_Prayer_Gustafso.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 2—Patching Jean Ridges Jennings For Tuesday, November 13, 1951 (Textbook: The Complete Book of Sewing, by Constance Talbot. ) Gop"
38,"August","V38_08_21_Art_Work_Meeting_Sewin_Jennings.txt","NEEDS_PDF_QC","or illustrations of patches, see text, page 215. O","Literature—The Literature of England Lesson 18—Two Pre-Romantic Poets: James Thomson and William Collins Elder Briant S. Jacobs For Tuesday, November "
38,"September","V38_09_01_Poem_Desert_Balm_Fronti_Ekman.txt","NEEDS_PDF_QC","ph by Josef Muench Cover Design by Evan Jensen The","Constitution and the United Nations Charter II. Rights Guaranteed by the Constitution Albert R. Bowen | N the first of this series of four articles is"
38,"September","V38_09_06_Art_Notes_to_the.txt","UNCLEAR_NOT_FOUND","23 24 GENERAL OFFICERS
2,002 2,091 STAKE OFFICERS",""
38,"September","V38_09_07_Art_Visiting_Teacher_M_Jacobs.txt","UNCLEAR_NOT_FOUND","y Leone O. Jacobs]

visiting teachers. 
Hal Rumel",""
38,"September","V38_09_09_Fict_Through_This_Door_Stewart.txt","TRUNCATED","ss song. There are words I will remember, Echoing","from some far yesterday That caused my heart to lift, My soul to gather courage As a lamp against the night. Remembered words that you have spoken Go"
38,"September","V38_09_11_Art_Annual_Report_1950.txt","UNCLEAR","ED ON SEWED SEWED FOR CHURCH WELFARE PROJECTS EXAT","WORK. THEMSELVES pet —_ CLUSIVE OF WORK MEETINGS AND FAMILY MEETING SEWING a a a a PS SS SS Fame e tee et ote ee ete ew eee tw ee eo wa ae ae et at a "
38,"September","V38_09_14_Art_How_to_Make_Ricks.txt","NEEDS_PDF_QC","memakers many more may be added. ol iterature— The","Literature of England Lesson 19—Two Other Pre-Romantic Poets: Thomas Gray and William Cowper Elder Briant S. Jacobs For Tuesday, December 18, 1951 Th"
38,"September","V38_09_15_Art_Literature_Two_Oth_Jacobs.txt","NEEDS_PDF_QC","browned flour, and cream. Serves about 8. 4 @ a q","Lying in the Sun Christie Lund Coles What am I doing lying here? Nothing, I must say, Except absorbing leaf and bough Of a cloudless day; Watching ski"
38,"September","V38_09_16_Poem_Healing_Gabbott.txt","NEEDS_PDF_QC","browned flour, and cream. Serves about 8. 4 @ a q","Lying in the Sun Christie Lund Coles What am I doing lying here? Nothing, I must say, Except absorbing leaf and bough Of a cloudless day; Watching ski"
38,"October","V38_10_01_Poem_Autumn_Sadleir.txt","UNCLEAR_NOT_FOUND","despairs. M any times he would be seen briefly in",""
38,"October","V38_10_03_Art_Gifts_From_the.txt","NEEDS_PDF_QC",", black, and red costumes, ornately patterned. The","Constitution and the United Nations Charter III. Some Possible Effects of World Government Upon Constitutional Liberty Elder Albert R. Bowen beginnin"
38,"October","V38_10_05_Fict_Every_Step_of_Burt.txt","TRUNCATED","os bottle in the door pocket. Then she opened the","kitchen door and gave one last swift look about to be sure everything was shut.. She locked the RELIEF SOCIETY MAGAZINE—OCTOBER 1951 door, hid the key"
38,"October","V38_10_13_Art_Editorial_The_Sabb_Sharp.txt","COMPLETE_NEXT_ART","n October— Turning the leaves of memory one by one","The Family Reunion Elsie C. Carroll loaded car winds up a mountain road, crossing cool streams splashing and gurgling over beds of shining stones, wi"
38,"October","V38_10_17_Art_How_to_Make_Boyer.txt","NEEDS_PDF_QC","singing Summer is leaving, And wedges of mallards","Summer is over. Point southward in winging. The stubbles are under, The orchards announce it The furrows are drying With crimson boughs bending, And g"
38,"October","V38_10_24_Art_Work_Meeting_Sewin_Jennings.txt","NEEDS_PDF_QC","ing through the blanket stitches. of iterature—The","Literature of England Lesson 20—Robert Burns (1759-1796) Elder Briant S. Jacobs For 'Tuesday, January 22, 1952 Or all the poets of the Western World, "
38,"October","V38_10_25_Art_Literature_Robert_Jacobs.txt","TRUNCATED","ngland itself. — INlo nument Mabel Law Atkinson No","monument of stone Will ever laud my name; And I shall come and go my way unknown To halls or books of fame; ~ Yet I shall be content If when my day is"
38,"October","V38_10_26_Poem_Monument_Atkinson.txt","NEEDS_PDF_QC","East First South. << i rles Evelyn Wooster Viner","Anniversaries are set apart Within the archives of the heart; Clear written on the mind's bright stone Glow memories, which, for us alone, Are mellowe"
38,"November","V38_11_01_Art_If_You_Live_Spafford.txt","NEEDS_PDF_QC","de For quiet jewels of peace are night-inlaid. The","Constitution and the United Nations Charter IV. Some Possible Effects of World Government Upon Constitutional | Liberty (Concluded) Elder Albert R. Bo"
38,"November","V38_11_10_Art_Add_Sparkle_and_Wilkinso.txt","COMPLETE_NEXT_ART","less your friends and your enemies. —Brigham Young","The Neglected Art of Photo-Coloring Clara Laster BOUT eight wears ago I taught myself the art of photo-coloring. This knowledge has been not only a s"
38,"November","V38_11_12_Art_A_Faith-Promoting_Warburto.txt","COMPLETE_NEXT_ART","timony to the truth of the everlasting gospel. O_o","November Wind Zera Wilde Earl The honeysuckle vine keeps tapping, tapping Outside the window in the fading light; Its leaves still cling though summer"
38,"November","V38_11_14_Art_Notes_to_the.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 5—Mending Woolens Jean Ridges Jennings For Tuesday, February 12, 1952 (Textbook: The Complete Book of Sewing, by Constance Talbot"
38,"November","V38_11_15_Art_Work_Meeting_Mendi_Jennings.txt","NEEDS_PDF_QC","wn motion, not a sliding motion. of iterature— The","Literature of England Lesson 21—William Blake (1757-1827) _ Elder Briant S. Jacobs For Tuesday, February 19, 1952 UPPOSE we were to liken the eventual"
38,"November","V38_11_17_Art_Music_Music_Apprec_Madsen.txt","UNCLEAR_NOT_FOUND","ges. Let us grow old splendidly.
1 1 Count (flood",""
38,"November","V38_11_18_Art_Grow_Old_Splendidl_Viner.txt","COMPLETE_NEXT_ART","Wooster Viner]  grow old splendidly. > Mount Hood","Beatrice K. Ekman Up from the forest-fringe at timberline, Above near hills where firs stand, row on row, A glazed, white apron covers the steep incli"
38,"December","V38_12_01_Poem_Song_for_Midnight_Roberts.txt","TRUNCATED","ds Of the First Presidency & [Address Delivered at","the Annual General Relief Society Conference, October 4, 1951] | FEEL very humble, my sisters, in following the masterful address of your President, f"
38,"December","V38_12_02_Art_The_Annual_General_Pickerin.txt","UNCLEAR","tances so impressively given to us here today. THE","RESPONSIBILITY OF RELIEF SOCIETY MEMBERS There must have been a divine end to be subserved in this organization, and it is evident that this end is be"
38,"December","V38_12_03_Art_The_Responsibility_Richards.txt","UNCLEAR_NOT_FOUND","port and great significance to dren, and made them",""
38,"December","V38_12_07_Art_Relief_Society_and_Romney.txt","TRUNCATED","d a coin to the beggar. We must come to learn that","the gift without the giver is bare. I have heard it argued that it is folly to give a woman cloth with which to make a dress, when she has no sewing m"
38,"December","V38_12_10_Art_Notes_to_the.txt","TRUNCATED","ments were greatly reduced, the number of hours of","work meeting sewing increased from 1,154,763 to 1,249,613 or an increase of 94,850 hours. 'There was an increase of 1,658 in the number of articles co"
38,"December","V38_12_16_Art_Recipes_for_Christ_Smith.txt","NEEDS_PDF_QC","uice dash of nutmeg 2 tbsp. Butter.. Dash of salt","Planning a Christmas Sable Marian R. Boyer HE first thing to remember in decorating your Christmas table is to choose one idea. Then play it up in a "
38,"December","V38_12_21_Poem_December_Has_Her_Gabbott.txt","COMPLETE_NEXT_ART",", clean look it wears When summer showers pass; Hl","Christmas Star Sree Bertha Lorentzen Home Service Department, Mountain Fuel Supply Company Time: 8 Minutes Le a er |1 c. Butter saspeeenencsetnene-no"
38,"December","V38_12_23_Art_Theology_Coriantum_Monson.txt","NEEDS_PDF_QC","e found on page 217 of the text. Of iterature— The","Literature of England Lesson 22—Two Romantic Essayists: Lamb and Hazlitt Elder Briant S. Jacobs For Tuesday, March 18, 1952 HUS far in our attempts at"
38,"December","V38_12_26_Poem_Winter_Witchery_Norton.txt","NEEDS_PDF_QC","irit the peace of a hymn. IT luséc—Fundamentals of","Musicianship APPRECIATION, CONDUCTING, SINGING, AND ACCOMPANYING Lessons for Union Meetings for 1951-52 Lesson 14—Conducting With the Six-eight (6/8)"
39,"March","V39_03_01_Poem_The_Women_of_Coles.txt","COMPLETE_NEXT_ART","an Jensen Josef Muench UTAH LAKE, NEAR PROVO, UTAH","Relief Society in the Lives of Latter-day Saint Women [Address Delivered at the Annual General Relief Society Conference, October 4, 1951] Counselor M"
39,"March","V39_03_05_Art_A_Family_Is_Hansen.txt","NEEDS_PDF_QC","Today is a gift— You are right! From Spring. Lets","Stuff a Rug Thalia Black oo strips of material three inches wide, and sew together end to end. Cut strips of cotton batting one-inch wide and fold ins"
39,"March","V39_03_07_Art_The_Spirit_of_Lyman.txt","UNCLEAR","ra asked again. ""A football."" Now Timothy was ""THE","LEAST OF THESE"" angry, because she had asked such a simple thing as that. She pointed to the mysterious ' black letters, quite high, under the picture"
39,"March","V39_03_09_Art_Relief_Society_and_Aki.txt","COMPLETE_NEXT_ART","Lord bless you all. This I ask in Jesus' name. She","Last Snov Ouida J. Pedersen This is the last snow,, No longer does it swoop With widespread wings To camouflage the earth, Nor softly fall With white "
39,"March","V39_03_15_Art_Editorial_A_Messag_Spafford.txt","COMPLETE_NEXT_ART","ters is recalled with gratitude. Y¥ © &* & All Her","Ways Are Peace "" Katherine F., Larsen Always they have such gentle hands, the ones Who are born to ease the world's encumbering load: Laving tired, du"
39,"March","V39_03_18_Art_Notes_to_the.txt","COMPLETE_NEXT_ART","ans LaVell King' Naomi May Chandler Della W. Alder","Patriarch Nellie B. Brenchley Frail he stands, with shoulders bent, Against the pulpit's strength he leans, And speaks to a silent throng, intent Upon"
39,"March","V39_03_21_Poem_Command_by_Matia.txt","COMPLETE_NEXT_ART","rious song of desert spring May pour. Josef Muench","Sound Gene Romolo Only the immobile lips of clay keep Ever silent. With more potent hearing, We might hark to the greening grass repeat Strange, blit"
39,"March","V39_03_22_Poem_Sound_by_Gene.txt","TRUNCATED","les Wangsgaard CVAJHERE did you get that hat? It's","the crowning touch. Perfect with that green suit! I've looked everywhere and "" 'That's what they say.: Where did I get it? I made it. Why don't you tr"
39,"March","V39_03_23_Art_The_Crowning_Touch_Wangsgaa.txt","NEEDS_PDF_QC","e left side, the pinning may be reversed. 2-2 Old","Road Vesta N. Lukei A mountain road, abandoned long ago To summer growth of fern and winter snow, To falling needles of the pine and fir, Becomes in l"
39,"March","V39_03_25_Poem_Valley_Harbor_by.txt","TRUNCATED","y,]  Valley Harbor Josephine J. Harvey Up from the","valley, Beyond the circling hills, I went in search of you. I wandered unfamiliar paths, Finding only alien hearts, And no rest harbor for my soul. Al"
39,"March","V39_03_33_Poem_Faded_Memory_by.txt","COMPLETE_NEXT_ART","ded memory and tossed its breath to me. Page 20] A","Family Ys What You Bake Lt Elsie Sim Hansen HE other night, much to my surprise, my husband came home with a loaf of bread tucked under his arm. | As "
39,"April","V39_04_02_Art_Elder_Joseph_F._Benson.txt","TRUNCATED","mporized. 'This love for learning took him to four","eastern universities for advanced work. His love of knowledge was a vital part of his very being, not only during the thirty-five years as a member of"
39,"April","V39_04_11_Art_Your_Flower_Garden_Newbold.txt","COMPLETE_NEXT_ART","mber drive even the hardiest gardener indoors. She","Second Spring Elsie Sim Hansen Geaheayp slips over the hills into Southern California almost before Rebriaey has left the calendar, bringing with her "
39,"April","V39_04_16_Fict_Uncertain_Possessi_Parsons.txt","NEEDS_PDF_QC","sible! Of course the (Continued on page 275) A Tew","Life for Old Greeting Cards Clara Laster E ERY family has a number of old greeting cards, and there are always a few marked ""special."" These cards ar"
39,"May","V39_05_01_Art_A_Tribute_to_Madsen.txt","TRUNCATED","PRING had come to Indian Bend, and on that Sabbath","morning in May the world was at its loveliest. Our apple trees were gowned in white blossoms, and in the willows by the creek the blackbirds were hold"
39,"May","V39_05_04_Art_Lily_Pool_Rock_Luce.txt","COMPLETE_NEXT_ART","YMPHAEA), RISES ABOVE ITS BROAD AND SHINING LEAVES","It Happened One Day Edna Rae Madsen PRING in Arizona is cool and pleasant. Bright cardinals flash everywhere; yellow grosbeaks fill the shrubs and bu"
39,"May","V39_05_06_Poem_Forever_Lukei.txt","COMPLETE_NEXT_ART","d sweetness that comes to perfection in Maytime. I","Revelation Marian Schroder Crothers The tiny, dormant seeds, That break through shrouding sod, To flower in perfection, Reveal the hand of God. Sixty "
39,"May","V39_05_09_Art_Womans_Sphere_Cannon.txt","UNCLEAR_NOT_FOUND",", down to the seven great-great grandchildren.  CQ",""
39,"May","V39_05_14_Art_Things_My_Mother_Young.txt","COMPLETE_NEXT_ART","memory, as she, my mother, gave to me. YY FY Be Ga","Some Spring Grace Sayre Some spring, when lilacs wave their purple plumes And sweet wisteria hangs her pendant blooms, Through starry night and mystic"
39,"May","V39_05_16_Art_A_Needle_and_Smith.txt","COMPLETE_NEXT_ART","nd on her favorite hobby—quiltmaking. MARTHA JONES","Every Night at Our House Thelma Hatch E_ have lots of good times at ° our house—turkey dinners, birthday parties, blizzards, and everything that makes"
39,"May","V39_05_17_Art_Every_Night_at_Burk.txt","NEEDS_PDF_QC","all answer in a chorus, ""you just woke us up!"" os","Recipe for American Chop Suey Lila B. Smith I like to make chop suey in the morning when I am going out to Relief Society or Primary, and have it read"
39,"May","V39_05_18_Poem_Recipe_for_America_Bailey.txt","UNCLEAR","ASPEN TREES IN THE WASATCH MOUNTAINS, UTAH + %r OF","A Certain Pledge Harriett L. George A tree stands like a certain pledge Of God's unfailing love; So sturdy and dependable, It reaches far above The ot"
39,"May","V39_05_23_Poem_Re-Entrance_of_Spr_Atkinson.txt","NEEDS_PDF_QC","ss. (To be concluded) Rindness 'Mabel Law Atkinson","Kindness Is the language Requiring no training For the deaf to hear or the dumb To speak. Gnvited Lael W. Hill Prim-shod, along the pavement I walk my"
39,"June","V39_06_01_Poem_At_the_Final_Larsen.txt","COMPLETE_NEXT_ART","ograph: Grove on Mount Timpanogos, Utah; Hal Rumel","An Appreciation of The Book of Mormon Elder Leland H. Monson [Address Delivered at the Annual General Relief Society Conference, October 3, 1951] E li"
39,"June","V39_06_03_Art_Here_Am_I_Wirthlin.txt","UNCLEAR","the office of Presiding Bishop, there will come to","THE CHURCH SUSTAINS A NEW PRESIDING BISHOPRIC 373 Bishop Wirthlin the great honor and privilege of presiding over the Aaronic Priesthood of the entir"
39,"June","V39_06_06_Poem_Eliza_R._Snow.txt","COMPLETE_NEXT_ART","Poem Contest]  Eliza R. Snow Poem Contest and the","Relief Society Short Story Contest are conducted annually by the general board of Relief Society to stimulate creative writing among Latfer-day Saint "
39,"June","V39_06_07_Art_Relief_Society_Sho.txt","NEEDS_PDF_QC","ontest, 40 North Main, Salt Lake City 1, Utah. ST","Creation of Poetry Margery S. Stewart* Great, wide, beautiful, wonderful world, With the wonderful waters 'round you curled, And the wonderful grass u"
39,"June","V39_06_12_Art_Sixty_Years_Ago.txt","NEEDS_PDF_QC","of thousands of Latter-day Saints who crowded into","Salt Lake City on April 4, 5, and 6, 1952. The experience of one convert sister was typical of the faithful. She reached the Tabernacle on Sunday morn"
39,"June","V39_06_21_Art_Notes_From_the.txt","NEEDS_PDF_QC","review of Lessons for 1952-53 Leone O. Jacobs 'HE","Visiting Teacher Messages for the year 1952-53 are a continuation of the course ""Book of Mormon Gems of Truth."" The scriptural passages for these mess"
39,"June","V39_06_24_Poem_Alchemy_Miner.txt","TRUNCATED","gazine. She is Mrs. Rhea H. Gardner, author of the","work meeting lessons on ""Home Management."" Rhea Hurst Gardner, Home Management and Furnishings Specialist for the Utah State Agricultural College Exte"
39,"June","V39_06_27_Poem_The_Quiet_Night_Harvey.txt","TRUNCATED","a silk Caught upon each leafing bough; Here... The","unquestioned miracle The doubting heart... Believing now. Land of Gold Vesta N. Lukei Green aisles of peace are these Amid the orange trees That, frag"
39,"July","V39_07_01_Poem_Westward_in_This_Roberts.txt","UNCLEAR_NOT_FOUND","tors, such as vision to the rise and fall of civil",""
39,"July","V39_07_03_Art_What_Might_Have_Powers.txt","NEEDS_PDF_QC","Our final going is a natural oo or ~ Oa ope EGA ay","Page 433 Canadian Rockies Cradle Church Settlements Claire W. Noall N the national parks of the Canadian Rockies we find the backdrop for the Latter-"
39,"July","V39_07_04_Art_Canadian_Rockies_C_Noall.txt","NEEDS_PDF_QC","linting with the same (Continued on page 495) ~~ A","Time to Forget CHAPTER 1 Fay Tarlock 667'M awfully sorry,"" Serena Abbe said. She bent to pick up her pencil which' had dropped to the floor. ""Will yo"
39,"July","V39_07_05_Fict_A_Time_to_Tarlock.txt","TRUNCATED",". Whatever life she lived would be lived with his","memory. She was polite, sometimes friendly to the men she knew, as long as they asked for no more than a surface friendliness. Anything more sent her"
39,"July","V39_07_10_Fict_A_Message_in_Porter.txt","TRUNCATED","riskly the three blocks to meet her Relief Society","visiting teacher companion, Sister Reva Norris, who had called earlier and made the appointment that morning. ""How long have I kept you waiting?"" pant"
39,"July","V39_07_13_Art_Adventure_in_Glass_Christen.txt","TRUNCATED","who stand as rooted to this land As any tree, know","suddenly the flight Of wild birds winging, spirits lifting, and The surge of throbbing blood in every vein— And, oh, my quickened heart pursues the tr"
39,"July","V39_07_14_Poem_Sudden_Flight_Lukei.txt","NEEDS_PDF_QC","teaching abstinence will help. —From The Clipsheet","Uncertain Possession CHAPTER 7 Beatrice R. Parsons Synopsis: Lorna Ashton, an orphan,. Who has no home of her own and has lived with a cousin, marrie"
39,"July","V39_07_15_Fict_Uncertain_Possessi_Parsons.txt","UNCLEAR","ch-needed tools, the carpenter, the mason, and BY","EARLY CANDLELIGHT 467 the cooper, who made and repaired casks and barrels. The women were contributing their spinning. Weaving, soap, and sewing. Fina"
39,"July","V39_07_18_Art_Social_Science_The_Bennett.txt","COMPLETE_NEXT_ART","resident of Humboldt Stake Relief Society. Y v Y S","Rosepetal Carpe! Mabel Jones Gabbott Rosepetals carpet the lawn where 1 must mow; But yesterday, it seems, in amber grace They leaned upon the breeze,"
39,"July","V39_07_19_Poem_Rosepetal_Carpet_Gabbott.txt","COMPLETE_NEXT_ART","ourse Recommended for Use by Wards and Branches at","Work Meeting) Lesson 1—-The Management of My Home Rhea H. Gardner For Tuesday, October 14, 1952 BUSINESSES have risen to monumental heights and have f"
39,"July","V39_07_20_Art_Work_MeetingHome_M_Gardner.txt","NEEDS_PDF_QC","lness That clings unseen about the motherless, She","Summer-Hearted Lael W. Hill She saw red roses twined about a mailbox, White daisies starring pathways down the hill, | Long, green hair of the weeping"
39,"August","V39_08_11_Art_How_to_Renew_Black.txt","NEEDS_PDF_QC","damp cloth.  Photograph, Courtesy Myrtle Janson A","Paint-Brush Hobby Lillian Bunker Corry, Cedar City, Utah, and Some of Her Oil Paintings Mrs. Lillian Bunker Corry, proprietor of ""Lillian's Toy and Gi"
39,"August","V39_08_12_Art_A_Paint-Brush_Hobb.txt","TRUNCATED","s studied the pipe organ and has been organist and","social science teacher in Relief Society. ""Somehow, I can't do things by halves,"" she says. ""I'm very happy with my little shop, even though I did hav"
39,"August","V39_08_13_Art_Social_Science_The_Bennett.txt","UNCLEAR_NOT_FOUND","full of opportunities for anyone at any age!""'  A",""
39,"August","V39_08_14_Fict_A_Time_to_Tarlock.txt","TRUNCATED","Luis rode with him. HE tall, sun-tanned man wasted","no words on small talk. ""You seem to have yourself a hired man,"" he announced, as he got out of the car. 539 ""I couldn't understand what he meant,"" Se"
39,"August","V39_08_16_Art_Children_Can_Cook_Payne.txt","COMPLETE_NEXT_ART","soon discover that your children can cook. Es iG S","Home Light Sylvia Probst Young I stood high on a hill and watched the night, With gentle arms enfold a quiet town, As one by one the yellow lights sho"
39,"August","V39_08_21_Art_Notes_From_the.txt","TRUNCATED","-three, who served from 1908 to 1930. She became a","visiting teacher when the Garden City Ward Relief Society was first organized in 1879. She also acted as Y. W. M. I. A. President for many years and h"
39,"August","V39_08_23_Poem_Nocturne_Harwood.txt","COMPLETE_NEXT_ART","ourse Recommended for Use by Wards and Branches at","Work Meeting) Lesson 2—The Use of Time Rhea H. Gardner For Tuesday, November 11, 1952 Time is all the capital stock there is on the earth. You should"
39,"August","V39_08_24_Art_Work_Meeting_The_Gardner.txt","NEEDS_PDF_QC","e loveliness the vineyard yields. of iterature—The","Literature of England Lesson 26—Coleridge the Poet (1772-1834) Elder Briant S. Jacobs (Textbook: The Literature of England, II, Woods, Watt, Anderson,"
39,"August","V39_08_25_Art_Literature_Colerid_Jacobs.txt","NEEDS_PDF_QC","SAITV ahha 1 MAIN STREET SALT Ms city 3, had ic Co","Page 567 Garden Romance Eva Willes Wangsgaard A hummingbird has paused to whir Where hollyhocks are swinging; Rose-colored ruffles rise and stir To g"
39,"September","V39_09_01_Art_Decisions_and_Free_Romney.txt","TRUNCATED","hat the purpose of mortality was to provide men an","opportunity to be tested in the exercise of their agency. ""We will prove them herewith,"" he quoted the Lord as saying, ""to see if they will do all thi"
39,"September","V39_09_06_Art_Your_Child_Is_Luce.txt","COMPLETE_NEXT_ART","ng words. ~~ a Bo Sure to Vote on Vovervber 4th! I","Sixty Years Ago Excerpts From the Woman's Exponent, September 1, and September 15, 1892 ""For THE RIGHTS OF THE WOMEN OF ZION AND THE RIGHTS OF THE Wom"
39,"September","V39_09_11_Art_Adventure_in_Glass_Christen.txt","COMPLETE_NEXT_ART","d pieces owned by lovers of beautiful glass. Jo My","Absent Neighbor Zera Wilde Earl I passed by your old home this afternoon. Its fields lay bare in late-fall somnolence; A cloud of blackbirds rose, the"
39,"September","V39_09_16_Art_Work_MeetingHome_M_Gardner.txt","TRUNCATED","e kept and handed down from one generation to anot","her, ""And be kept and preserved by the hand of the Lord until they should go forth unto every nation, Page 623  624 RELIEF SOCIETY MAGAZINE—SEPTEMBER"
39,"September","V39_09_17_Art_Annual_Report_1951.txt","NEEDS_PDF_QC","ciety Magazine, February 1948, page 101. Eee slihe","Literature of England -Lesson 27—Sir Walter Scott (1771-1832) Elder Briant S. Jacobs (Textbook: The Literature of England, II, Woods, Watt, Anderson, "
39,"October","V39_10_10_Art_Adventure_in_Glass_Christen.txt","NEEDS_PDF_QC","e function of glass, which is to transmit light. A","Case for Martha Part II Hannah Smith Synopsis: Janet Winters was delighted when Frances Brooker arrived to spend the summer as a house guest while she"
39,"October","V39_10_15_Poem_Late_Harvest_Ekman.txt","UNCLEAR_NOT_FOUND","Frosted daintily. o/ Vi/outd Sing
Mary Gustafson",""
39,"October","V39_10_17_Poem_Design_for_Leaves_Thayne.txt","UNCLEAR","r leaf Frosted dainty. J Would Sing Mary Gustafson","I would sing of the wind in the redwood; A squirrel that scampers its limbs; Thrushes that carol a melody Of praises and psalms and hymns, I would sin"
39,"October","V39_10_19_Art_Aunt_Emma_Webb.txt","NEEDS_PDF_QC","outstanding example of ""growing old gracefully."" a","Rainmaker - Pansye H. Powell I know a way To make it rain: Go out and wash A windowpanel Page 684 New Values in the Family Hour Fay Knight Jones BYEN"
39,"October","V39_10_23_Art_Notes_From_the.txt","UNCLEAR","va Garfield FARR WEST STAKE (UTAH), FARR WEST WARD","VISITING TEACHERS MAKE 100 PER CENT RECORD FOR 1950-51 Front row, seated, left to right: Grace Coy; Anna Westergard; Annie Wayment; Zenia Chugg; Jane"
39,"October","V39_10_26_Poem_Intervenings_Jennings.txt","NEEDS_PDF_QC",", Yellow and gold; A gypsy's shawl. SL iertire— he","Literature of England Lesson 28—George Noel Gordon, Lord Byron (1788-1824) Elder Briant S. Jacobs (Textbook: The Literature of England, II, Woods, Wat"
39,"November","V39_11_02_Poem_A_Story_in_Sayre.txt","TRUNCATED","the bright field—a wonderland Of sparkling air—the","first snowfall. But countless dreams have run between The dogwood's grace to winter bloom; Along the margin, now briefly sketched Is winter's feathery"
39,"November","V39_11_04_Art_As_for_Me_Spafford.txt","TRUNCATED","may bear out, at least in some small measure, the","purposes for which we are convened. Today I should like to bring to your minds a message from an ancient prophet of Israel, the prophet Joshua. This "
39,"November","V39_11_05_Poem_Purpose_Lyman.txt","TRUNCATED","him, for it is not given to men to serve whom they","love not. We must love our neighbors as ourselves. It is attendant upon those who choose to serve the Lord to obey the ordinances and keep the command"
39,"November","V39_11_07_Art_Joy_Here_and_Sharp.txt","UNCLEAR_NOT_FOUND","is bishop, on fast day, the food that he or his fa",""
39,"November","V39_11_08_Poem_Heart_at_Rest_Ekman.txt","TRUNCATED","e or take time to ease the burden of others and to","magnify our callings and enlarge our souls, is my prayer. » Yea, blessed are they whose feet stand upon the land of Zion, who have obeyed my gospel; f"
39,"November","V39_11_10_Art_Report_and_Officia_Spafford.txt","UNCLEAR_NOT_FOUND","ion price can be maintained at the present rate of",""
39,"November","V39_11_16_Poem_Open_Your_Window_Richards.txt","COMPLETE_NEXT_ART","f the years Remains the same. | With my heart. She","Greatest Gs Love Betty Zieve ""Faith, hope, and love, these three... And the greatest of these is love."" All of us could love a little more and cry ove"
39,"November","V39_11_19_Art_Adventure_in_Glass_Christen.txt","TRUNCATED",", either flat or rolled Or, before filling is put","on, line dough with thinly sliced Italian ham, or any other flavorful meat Page 752 ADVENTURES IN EATING A, 753 Courtesy National Cotton Council CAS"
39,"November","V39_11_20_Fict_A_Time_to_Tarlock.txt","TRUNCATED","ader. The Secretary-Treasurer, Jane Miller, also t","eaches the literature essons. | President Stobbe reports: ""We had seven members when our Relief Society was organized, and now it has grown to sixteen"
39,"November","V39_11_25_Poem_If_You_Should_Wilson.txt","COMPLETE_NEXT_ART","wipe away my tears, and see your smile. Ly * ¥ * A","Parent Ts Always a Seacher We Learn About Honesty Caroline Eyring Miner of summer the children and I took a trip to the Petrified Forest, where we had"
39,"November","V39_11_26_Art_A_Parent_Is_Miner.txt","COMPLETE_NEXT_ART","ourse Recommended for Use by Wards and Branches at","Work Meeting) Lesson 5—Orderly and Convenient Storage Areas Rhea H. Gardner For Tuesday, February 10, 1953 i AMPLE storage space is essential to order"
39,"November","V39_11_27_Art_Work_Meeting_Order_Gardner.txt","NEEDS_PDF_QC","hip of disorder to irritability. ud ath rate = The","Literature of England Lesson 29—Percy Bysshe Shelley (1792-1822) Elder Briant S. Jacobs (Textbook: The Literature of England, II, Woods, Watt,~Anderso"
39,"November","V39_11_29_Poem_Memorable_Schow.txt","COMPLETE_NEXT_ART","ickedness never was happiness"" (Alma 41:10). *® ba","Autumn Night Elizabeth Waters - How black the fir trees loom against this hill, Their pointed shadows etched beneath the moon— How ghostly gleams this"
39,"December","V39_12_01_Poem_They_Looked_for_Hill.txt","TRUNCATED","Magi, The humble-minded and the truly wise— Noted","the star, the Child born in a stable. How many others turned away their eyes, Still looking for a king with mace and sceptre— So blinded by the litera"
39,"December","V39_12_02_Poem_The_Star_Romolo.txt","NEEDS_PDF_QC","om a painting by Carl Bloch, Camera Clix, New York","Home, and the Building of Home Life President J. Reuben Clark, Jr. [Address Delivered at the Annual General Relief Society Conference, October 2, 1952"
39,"December","V39_12_03_Art_Home_and_the.txt","TRUNCATED","esident J. Reuben Clark, Jr. [Address Delivered at","the Annual General Relief Society Conference, October 2, 1952] Y brethren, you. Do not count for much here today, and you sisters of the Relief Societ"
